Date;Open;High;Low;Close;Adj Close;Volume;Rendimento;Rend %
07/12/21;145949997;148300003;145702499;148036499;148036499;23258000;0,02949;2,94862
08/12/21;148331497;149156494;147199997;148720505;148720505;18964000;0,00462;0,46205
09/12/21;148175995;149604996;147529007;148106003;148106003;18580000;-0,00413;-0,41319
10/12/21;149100006;149399994;147357498;148675003;148675003;21634000;0,00384;0,38418
13/12/21;148444000;148562500;146360001;146704498;146704498;24104000;-0,01325;-1,32538
14/12/21;144770004;145442001;142242493;144970505;144970505;24778000;-0,01182;-1,18196
15/12/21;144365997;147517242;142705505;147368500;147368500;27280000;0,01654;1,65413
16/12/21;148076996;148551498;144092499;144838501;144838501;27400000;-0,01717;-1,71678
17/12/21;142714493;144460098;141787994;142802994;142802994;43404000;-0,01405;-1,40536
20/12/21;140679596;142610504;140250000;142401505;142401505;20264000;-0,00281;-0,28115
21/12/21;143149994;144692047;141735001;144220505;144220505;19548000;0,01277;1,27737
22/12/21;144100006;147302994;143962997;146949005;146949005;18438000;0,01892;1,89189
23/12/21;147089493;148572601;146950851;147142502;147142502;13818000;0,00132;0,13168
27/12/21;147463501;148426498;147250000;148063995;148063995;13256000;0,00626;0,62626
28/12/21;148374496;148374496;145935501;146447998;146447998;18624000;-0,01091;-1,09142
29/12/21;146429504;147183746;145504501;146504501;146504501;17022000;0,00039;0,03858
30/12/21;146449997;147062500;145758499;146002502;146002502;12978000;-0,00343;-0,34265
31/12/21;145544006;146365005;144677505;144679504;144679504;17298000;-0,00906;-0,90615
03/01/22;144475494;145550003;143502502;145074493;145074493;25214000;0,00273;0,27301
04/01/22;145550507;146610001;143816147;144416504;144416504;22928000;-0,00454;-0,45355
05/01/22;144181000;144298004;137523499;137653503;137653503;49642000;-0,04683;-4,68298
06/01/22;137497498;139686005;136763504;137550995;137550995;29050000;-0,00074;-0,07447
07/01/22;137904999;138254745;135789001;137004501;137004501;19408000;-0,00397;-0,39730
10/01/22;135098999;138639999;133140503;138574005;138574005;34096000;0,01146;1,14559
11/01/22;138180496;140329498;136813507;140017502;140017502;23502000;0,01042;1,04168
12/01/22;141554504;142814255;141112000;141647995;141647995;23642000;0,01164;1,16449
13/01/22;141840500;143185501;138914001;139130997;139130997;26566000;-0,01777;-1,77694
14/01/22;137500000;141200500;137500000;139786499;139786499;23826000;0,00471;0,47114
18/01/22;136600006;137391495;135617004;136290497;136290497;27382000;-0,02501;-2,50096
19/01/22;136938507;138399506;135500000;135651993;135651993;20796000;-0,00468;-0,46849
20/01/22;136514008;137912003;133144501;133506500;133506500;21930000;-0,01582;-1,58162
21/01/22;133011993;134760498;130001007;130091995;130091995;41920000;-0,02558;-2,55756
24/01/22;126027496;130778503;124641953;130371994;130371994;55148000;0,00215;0,21523
25/01/22;128435501;129338501;126377998;126735497;126735497;36008000;-0,02789;-2,78932
26/01/22;130592499;132807495;127153503;129240005;129240005;39630000;0,01976;1,97617
27/01/22;131360992;132609955;128945007;129121002;129121002;30248000;-0,00092;-0,09208
28/01/22;130000000;133370499;128694504;133289505;133289505;30518000;0,03228;3,22837
31/01/22;134197998;135843506;132274002;135698502;135698502;34056000;0,01807;1,80734
01/02/22;137835007;138199997;134568253;137878494;137878494;51204000;0,01606;1,60650
02/02/22;151863495;152100006;145557495;148036499;148036499;89750000;0,07367;7,36736
03/02/22;145294998;149117706;142205002;142650497;142650497;56930000;-0,03638;-3,63829
04/02/22;143016998;144535248;139817505;143016006;143016006;49224000;0,00256;0,25623
07/02/22;143709000;143846497;138699005;138938004;138938004;44610000;-0,02851;-2,85143
08/02/22;138991257;139837097;136873001;139212997;139212997;34256000;0,00198;0,19792
09/02/22;140849747;142175507;140376999;141453003;141453003;28628000;0,01609;1,60905
10/02/22;139500000;141431000;138050003;138602493;138602493;33018000;-0,02015;-2,01516
11/02/22;138750000;139283249;133288498;134130005;134130005;38808000;-0,03227;-3,22685
14/02/22;133365494;136166504;133302002;135300003;135300003;26792000;0,00872;0,87229
15/02/22;137471497;137899994;135539505;136425507;136425507;26578000;0,00832;0,83186
16/02/22;136430496;137945999;134823654;137487503;137487503;25610000;0,00778;0,77844
17/02/22;136149994;136839493;132201996;132308502;132308502;30968000;-0,03767;-3,76689
18/02/22;133037506;133824005;130307053;130467499;130467499;31858000;-0,01391;-1,39145
22/02/22;129985001;131900757;127740997;129402496;129402496;38906000;-0,00816;-0,81630
23/02/22;131078506;131748993;127503502;127584999;127584999;26432000;-0,01405;-1,40453
24/02/22;125000000;133037003;124764503;132673492;132673492;43166000;0,03988;3,98832
25/02/22;133525497;135389008;131764999;134519501;134519501;26236000;0,01391;1,39139
28/02/22;133284500;135640503;132825256;134891006;134891006;29676000;0,00276;0,27617
01/03/22;134479996;136110992;133378494;134167999;134167999;24640000;-0,00536;-0,53599
02/03/22;134608246;135615494;133432495;134751495;134751495;23966000;0,00435;0,43490
03/03/22;135978500;136713806;133431000;134307999;134307999;19780000;-0,00329;-0,32912
04/03/22;133382507;134199005;130408493;132121994;132121994;24446000;-0,01628;-1,62761
07/03/22;131904007;131904007;126410004;126464500;126464500;39178000;-0,04282;-4,28202
08/03/22;126250504;131246506;125860748;127278503;127278503;35250000;0,00644;0,64366
09/03/22;131399994;134198502;130087997;133865997;133865997;32258000;0,05176;5,17565
10/03/22;131462494;133538498;131401001;132682007;132682007;24266000;-0,00884;-0,88446
11/03/22;133999496;134199997;130296494;130475494;130475494;26600000;-0,01663;-1,66301
14/03/22;130572998;131026001;126413002;126740997;126740997;30254000;-0,02862;-2,86222
15/03/22;127741501;130517242;126568001;129660507;129660507;30292000;0,02304;2,30352
16/03/22;131000000;133770996;129201004;133690506;133690506;32058000;0,03108;3,10812
17/03/22;133320999;134739502;132718994;134600494;134600494;23994000;0,00681;0,68067
18/03/22;133884003;136913498;132932007;136801498;136801498;45900000;0,01635;1,63521
21/03/22;136847504;137582504;134611496;136478500;136478500;26632000;-0,00236;-0,23611
22/03/22;136500000;141500000;136500000;140277496;140277496;29776000;0,02784;2,78359
23/03/22;139138504;140024994;138166504;138503494;138503494;25302000;-0,01265;-1,26464
24/03/22;139272507;141396500;138039398;141311996;141311996;20544000;0,02028;2,02775
25/03/22;141753998;141959503;139699493;141521500;141521500;19270000;0,00148;0,14826
28/03/22;140684494;141976501;139828156;141949997;141949997;23774000;0,00303;0,30278
29/03/22;143160507;144162506;142483994;143250000;143250000;28678000;0,00916;0,91582
30/03/22;142869995;143480499;142167999;142644501;142644501;21046000;-0,00423;-0,42269
31/03/22;142448502;142644501;139619003;139649506;139649506;29516000;-0,02100;-2,09962
01/04/22;140009995;140949997;138796997;140699997;140699997;23480000;0,00752;0,75223
04/04/22;140824493;144043747;140824493;143642502;143642502;19076000;0,02091;2,09133
05/04/22;143399506;143589996;140943497;141063004;141063004;19256000;-0,01796;-1,79578
06/04/22;139161499;139848495;136418106;137175995;137175995;23574000;-0,02756;-2,75551
07/04/22;136617996;137701508;134857254;136464996;136464996;19448000;-0,00518;-0,51831
08/04/22;136250000;136250000;133752502;134010498;134010498;16434000;-0,01799;-1,79863
11/04/22;132899994;132939194;129617493;129796494;129796494;24188000;-0,03145;-3,14453
12/04/22;132423492;132423492;127575996;128374496;128374496;23004000;-0,01096;-1,09556
13/04/22;128626495;130655746;128438599;130285995;130285995;19542000;0,01489;1,48900
14/04/22;130649506;130710251;127111504;127252998;127252998;23484000;-0,02328;-2,32795
18/04/22;127410004;128712006;126578453;127960999;127960999;14918000;0,00556;0,55637
19/04/22;128076996;130903748;127451500;130531006;130531006;22720000;0,02008;2,00843
20/04/22;131283997;131923492;127894051;128245499;128245499;22610000;-0,01751;-1,75093
21/04/22;129350006;130307495;124650002;124937500;124937500;30158000;-0,02579;-2,57943
22/04/22;125000000;125452003;119140503;119613998;119613998;46410000;-0,04261;-4,26093
25/04/22;119429497;123278000;118769249;123250000;123250000;34522000;0,03040;3,03978
