Date;Open;High;Low;Close;Adj Close;Volume;Rendimento;Rend %
02/01/20;28299999,00;28713333,00;28114000,00;28684000,00;28684000,00;142981500;0.0;0.0
03/01/20;29366667,00;30266666,00;29128000,00;29534000,00;29534000,00;266677500;0,029633245;2,963324501
06/01/20;29364668,00;30104000,00;29333332,00;30102667,00;30102667,00;151995000;0,019254656;1,925465565
07/01/20;30760000,00;31441999,00;30224001,00;31270666,00;31270666,00;268231500;0,038800516;3,880051558
08/01/20;31580000,00;33232666,00;31215334,00;32809334,00;32809334,00;467164500;0,049204836;4,920483625
09/01/20;33139999,00;33253334,00;31524668,00;32089333,00;32089333,00;426606000;-0,021945005;-2,194500504
10/01/20;32119331,00;32329334,00;31580000,00;31876667,00;31876667,00;194392500;-0,006627311;-0,662731132
13/01/20;32900002,00;35042000,00;32799999,00;34990665,00;34990665,00;397764000;0,097688946;9,768894596
14/01/20;36284000,00;36493999,00;34993332,00;35861332,00;35861332,00;434943000;0,024882837;2,488283661
15/01/20;35317333,00;35855999,00;34452667,00;34566666,00;34566666,00;260532000;-0,036102005;-3,610200536
16/01/20;32916668,00;34297333,00;32811333,00;34232666,00;34232666,00;326050500;-0,009662488;-0,966248813
17/01/20;33840668,00;34377998,00;33543999,00;34033333,00;34033333,00;204436500;-0,005822889;-0,582288858
21/01/20;35349998,00;36571999,00;35227333,00;36480000,00;36480000,00;267052500;0,071890314;7,189031412
22/01/20;38125999,00;39633331,00;37273335,00;37970669,00;37970669,00;470535000;0,040862637;4,086263706
23/01/20;37616669,00;38799999,00;37040001,00;38146667,00;38146667,00;294765000;0,004635104;0,463510401
24/01/20;38042000,00;38257332,00;36950668,00;37654667,00;37654667,00;215304000;-0,012897588;-1,289758814
27/01/20;36132668,00;37629333,00;35952000,00;37201332,00;37201332,00;204121500;-0,012039278;-1,203927789
28/01/20;37899334,00;38453999,00;37205334,00;37793331,00;37793331,00;176827500;0,015913382;1,591338181
29/01/20;38379333,00;39320000,00;37828667,00;38732666,00;38732666,00;267022500;0,024854517;2,485451732
30/01/20;42161331,00;43391998,00;41200001,00;42720669,00;42720669,00;435085500;0,102962264;10,29622645
31/01/20;42666668,00;43533333,00;42167999,00;43371334,00;43371334,00;235789500;0,015230684;1,523068377
03/02/20;44912666,00;52409332,00;44901333,00;52000000,00;52000000,00;705975000;0,198948596;19,89485959
04/02/20;58863998,00;64599335,00;55591999,00;59137333,00;59137333,00;914082000;0,137256404;13,72564038
05/02/20;54883999,00;56398666,00;46940666,00;48980000,00;48980000,00;726357000;-0,171758388;-17,17583882
06/02/20;46661331,00;53055332,00;45799999,00;49930668,00;49930668,00;598212000;0,01940931;1,940930992
07/02/20;48703335,00;51316666,00;48666668,00;49871334,00;49871334,00;255952500;-0,001188328;-0,118832778
10/02/20;53333332,00;54666000,00;50160000,00;51418667,00;51418667,00;370338000;0,031026501;3,102650112
11/02/20;51252666,00;52234001,00;50533333,00;51625332,00;51625332,00;175462500;0,00401926;0,401926016
12/02/20;51858002,00;52650002,00;50891335,00;51152668,00;51152668,00;180337500;-0,00915566;-0,915566025
13/02/20;49456001,00;54533333,00;49000000,00;53599998,00;53599998,00;394339500;0,047843643;4,784364327
14/02/20;52481335,00;54198002,00;52366669,00;53335335,00;53335335,00;235405500;-0,004937743;-0,493774272
18/02/20;56106667,00;57333332,00;55490665,00;57226665,00;57226665,00;245725500;0,072959699;7,295969923
19/02/20;61566666,00;62985332,00;60068001,00;61161331,00;61161331,00;381345000;0,068755815;6,875581514
20/02/20;60796665,00;60799999,00;57329334,00;59960667,00;59960667,00;264523500;-0,019631097;-1,963109665
21/02/20;60465332,00;60870667,00;58696667,00;60066666,00;60066666,00;214722000;0,001767809;0,176780889
24/02/20;55933334,00;57566666,00;54813332,00;55585999,00;55585999,00;227883000;-0,074594901;-7,459490094
25/02/20;56599998,00;57106667,00;52466667,00;53327332,00;53327332,00;259357500;-0,040633739;-4,063373944
26/02/20;52166668,00;54220669,00;51740665,00;51919998,00;51919998,00;211282500;-0,026390482;-2,639048209
27/02/20;48666668,00;49318001,00;44599998,00;45266666,00;45266666,00;364158000;-0,128145845;-12,81458447
